run_id,plate_id,well_id,site_id,trt,total,count
1,11,G02,7,DMSO,178,1
1,11,G02,5,DMSO,207,4
1,11,H02,5,DMSO,158,0
1,11,H02,4,DMSO,123,0
1,11,H02,9,DMSO,221,5
1,11,H02,6,DMSO,217,0
1,11,H02,2,DMSO,194,0
1,11,H02,8,DMSO,160,0
1,11,H02,7,DMSO,124,0
1,11,H02,3,DMSO,366,6
1,11,H02,1,DMSO,116,0
1,11,I02,6,DMSO,305,1
1,11,I02,2,DMSO,227,1
1,11,I02,1,DMSO,205,1
1,11,I02,4,DMSO,125,0
1,11,I02,3,DMSO,0,0
1,11,I02,5,DMSO,197,1
1,11,I02,8,DMSO,165,1
1,11,I02,9,DMSO,220,0
1,11,I02,7,DMSO,122,0
1,11,J02,8,DMSO,144,0
1,11,J02,1,DMSO,182,0
1,11,J02,9,DMSO,239,0
1,11,J02,3,DMSO,296,1
1,11,J02,7,DMSO,133,1
1,11,J02,6,DMSO,245,0
1,11,J02,4,DMSO,126,0
1,11,J02,2,DMSO,155,0
1,11,J02,5,DMSO,178,1
1,11,K02,3,DMSO,1,1
1,11,K02,4,DMSO,147,0
1,11,K02,1,DMSO,41,2
1,11,K02,8,DMSO,166,0
1,11,K02,6,DMSO,309,1
1,11,K02,2,DMSO,190,0
1,11,K02,5,DMSO,147,2
1,11,K02,9,DMSO,282,1
1,11,K02,7,DMSO,113,0
1,11,L02,4,DMSO,120,0
1,11,L02,2,DMSO,202,0
1,11,L02,3,DMSO,61,1
1,11,L02,5,DMSO,149,0
1,11,L02,8,DMSO,119,1
1,11,L02,6,DMSO,243,1
1,11,L02,7,DMSO,118,1
1,11,L02,9,DMSO,247,1
1,11,L02,1,DMSO,32,0
1,11,M02,1,DMSO,35,1
1,11,M02,6,DMSO,252,0
1,11,M02,3,DMSO,264,5
1,11,M02,4,DMSO,170,0
1,11,M02,5,DMSO,197,0
1,11,M02,9,DMSO,260,0
1,11,M02,8,DMSO,171,2
1,11,M02,7,DMSO,179,0
1,11,M02,2,DMSO,35,1
1,11,N02,6,DMSO,250,2
1,11,N02,1,DMSO,39,0
1,11,N02,4,DMSO,125,1
1,11,N02,2,DMSO,54,2
1,11,N02,8,DMSO,119,0
1,11,N02,5,DMSO,223,2
1,11,N02,9,DMSO,200,1
1,11,N02,3,DMSO,28,1
1,11,N02,7,DMSO,126,0
1,11,O02,4,DMSO,148,0
1,11,O02,3,DMSO,258,2
1,11,O02,1,DMSO,166,2
1,11,O02,2,DMSO,188,1
1,11,O02,7,DMSO,126,1
1,11,O02,6,DMSO,253,0
1,11,O02,5,DMSO,236,0
1,11,O02,8,DMSO,169,0
1,11,O02,9,DMSO,215,0
1,11,P02,9,DMSO,189,0
1,11,P02,1,DMSO,199,2
1,11,P02,2,DMSO,207,1
1,11,P02,5,DMSO,224,0
1,11,P02,6,DMSO,246,0
1,11,P02,8,DMSO,205,0
1,11,P02,3,DMSO,269,0
1,11,P02,4,DMSO,175,0
1,11,P02,7,DMSO,172,3
1,12,A03,4,cpd1,163,6
1,12,A03,6,cpd1,160,5
1,12,A03,2,cpd1,112,5
1,12,A03,1,cpd1,89,8
1,12,A03,7,cpd1,249,16
1,12,A03,9,cpd1,270,18
1,12,B03,6,cpd1,142,12
1,12,B03,9,cpd1,204,13
1,12,B03,4,cpd1,130,8
1,12,B03,1,cpd1,160,1
1,12,B03,8,cpd1,211,19
1,12,B03,2,cpd1,100,4
1,12,B03,3,cpd1,146,0
1,12,C03,7,cpd1,166,4
1,12,C03,3,cpd1,170,9
1,12,C03,2,cpd1,138,6
1,12,C03,5,cpd1,159,10
1,12,C03,8,cpd1,153,4
1,12,C03,9,cpd1,228,9
1,12,D03,8,cpd1,209,7
1,12,D03,5,cpd1,232,12
1,12,D03,6,cpd1,175,10
1,12,E03,9,cpd1,161,3
1,12,E03,2,cpd1,217,14
1,12,E03,4,cpd1,174,4
1,12,E03,8,cpd1,173,9
1,12,F03,2,cpd1,211,4
1,12,F03,8,cpd1,148,3
1,12,G03,7,cpd1,66,3
1,12,G03,5,cpd1,132,3
1,12,G03,3,cpd1,327,25
1,12,G03,6,cpd1,282,13
1,12,H03,2,cpd1,270,13
1,12,H03,6,cpd1,277,10
1,12,H03,9,cpd1,262,33
1,12,A02,9,DMSO,395,3
1,12,A02,6,DMSO,295,2
1,12,A02,5,DMSO,221,2
1,12,A02,2,DMSO,209,0
1,12,A02,1,DMSO,133,3
1,12,A02,8,DMSO,6,1
1,12,A02,3,DMSO,275,0
1,12,A02,4,DMSO,167,0
1,12,A02,7,DMSO,221,2
1,12,B02,8,DMSO,193,1
1,12,B02,5,DMSO,152,0
1,12,B02,4,DMSO,152,0
1,12,B02,7,DMSO,156,0
1,12,B02,1,DMSO,153,1
1,12,B02,9,DMSO,176,0
1,12,B02,6,DMSO,255,2
1,12,B02,2,DMSO,206,0
1,12,B02,3,DMSO,252,2
1,12,C02,5,DMSO,177,1
1,12,C02,8,DMSO,179,0
1,12,C02,9,DMSO,246,0
1,12,C02,2,DMSO,234,0
1,12,C02,6,DMSO,281,0
1,12,C02,7,DMSO,212,0
1,12,C02,3,DMSO,291,4
1,12,C02,1,DMSO,248,4
1,12,C02,4,DMSO,169,1
1,12,D02,2,DMSO,180,0
1,12,D02,4,DMSO,183,0
1,12,D02,1,DMSO,243,0
1,12,D02,6,DMSO,169,0
1,12,D02,7,DMSO,207,0
1,12,D02,8,DMSO,180,0
1,12,D02,5,DMSO,151,1
1,12,D02,9,DMSO,164,1
1,12,D02,3,DMSO,234,0
1,12,E02,5,DMSO,223,1
1,12,E02,3,DMSO,255,2
1,12,E02,9,DMSO,276,3
1,12,E02,8,DMSO,182,3
1,12,E02,2,DMSO,234,3
1,12,E02,7,DMSO,155,0
1,12,E02,6,DMSO,284,2
1,12,E02,4,DMSO,134,0
1,12,E02,1,DMSO,67,0
1,12,F02,8,DMSO,112,0
1,12,F02,4,DMSO,132,1
1,12,F02,6,DMSO,280,0
1,12,F02,9,DMSO,203,2
1,12,F02,1,DMSO,61,0
1,12,F02,2,DMSO,208,0
1,12,F02,7,DMSO,65,0
1,12,F02,5,DMSO,126,0
1,12,F02,3,DMSO,331,3
1,12,G02,6,DMSO,260,1
1,12,G02,2,DMSO,208,2
1,12,G02,9,DMSO,322,2
1,12,G02,3,DMSO,260,2
1,12,G02,4,DMSO,197,1
1,12,G02,1,DMSO,253,0
1,12,G02,8,DMSO,159,0
1,12,G02,7,DMSO,178,1
1,12,G02,5,DMSO,207,4
